Location	File_Name	start	end	min_freq	max_freq	certainty	call_type	species	Noise_Types	Noise_Level
Crossroad	030419_233002.wav.data	23:41:17	23:41:43	1691.0	3093.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:41:45	23:41:55	1021.0	1843.0	100	M	K-Set	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:41:45	23:41:55	1021.0	1843.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:41:45	23:41:55	1021.0	1843.0	100	M	K-F	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:41:17	23:41:55	859.0	3324.0	100	M	Duet	["Wind"]	Medium
Crossroad	030420_224502.wav.data	22:55:27	22:55:52	1773.0	3209.0	100	M	K-Set	["Wind"]	Medium
Crossroad	030420_224502.wav.data	22:55:27	22:55:52	1773.0	3209.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	030420_224502.wav.data	22:55:27	22:55:52	1773.0	3209.0	100	M	K-M	["Wind"]	Medium
Crossroad	030420_234502.wav.data	23:47:44	23:48:08	1233.0	1743.0	100	M	K-Set	["Rain", "Wind"]	Medium
Crossroad	030420_234502.wav.data	23:47:44	23:48:08	1233.0	1743.0	100	M	K-Far	["Rain", "Wind"]	Medium
Crossroad	030420_234502.wav.data	23:47:44	23:48:08	1233.0	1743.0	100	M	K-M	["Rain", "Wind"]	Medium
Crossroad	040320_220001.wav.data	22:06:16	22:06:33	1158.0	2154.0	100	M	K-M	["Wind"]	Medium
Crossroad	040320_220001.wav.data	22:06:16	22:06:33	1158.0	2154.0	100	M	K-Far	["Wind"]	Medium
Crossroad	040320_220001.wav.data	22:06:16	22:06:33	1158.0	2154.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040320_220001.wav.data	22:06:33	22:06:45	1183.0	2129.0	100	M	K-Set	["Wind"]	Medium
Crossroad	040320_220001.wav.data	22:06:33	22:06:45	1183.0	2129.0	100	M	K-Far	["Wind"]	Medium
